outcome,exposure,exposure_z_grid,marginal_predicted_outcome
ln_HOMA_IR,pct_oxidative_10,0.017650662015927354,0.9220676478449573
ln_HOMA_IR,pct_oxidative_10,0.1671664263963908,0.9393797447817226
ln_HOMA_IR,pct_oxidative_10,0.3166821907768538,0.9626335063441515
ln_HOMA_IR,pct_oxidative_10,0.4661979551573172,0.9941140509642657
ln_HOMA_IR,pct_oxidative_10,0.6157137195377806,1.0359129515894117
ln_HOMA_IR,pct_oxidative_10,0.7652294839182436,1.0871884566178267
ln_HOMA_IR,pct_oxidative_10,0.9147452482987071,1.1448214995174761
ln_HOMA_IR,pct_oxidative_10,1.0642610126791707,1.2056333113527427
ln_HOMA_IR,ln_oxidative_to_MEHP,-1.6569272336018317,0.8456566882356036
ln_HOMA_IR,ln_oxidative_to_MEHP,-1.4926306168329466,0.8508377716880732
ln_HOMA_IR,ln_oxidative_to_MEHP,-1.3283340000640615,0.8563703634736808
ln_HOMA_IR,ln_oxidative_to_MEHP,-1.1640373832951765,0.8626059719255645
ln_HOMA_IR,ln_oxidative_to_MEHP,-0.9997407665262915,0.8698961053768623
ln_HOMA_IR,ln_oxidative_to_MEHP,-0.8354441497574064,0.8785922721607129
ln_HOMA_IR,ln_oxidative_to_MEHP,-0.6711475329885215,0.8890459806102533
ln_HOMA_IR,ln_oxidative_to_MEHP,-0.5068509162196364,0.9016087390586222
ln_HOMA_IR,ln_oxidative_to_MEHP,-0.34255429945075133,0.9166299035238246
ln_HOMA_IR,ln_oxidative_to_MEHP,-0.17825768268186626,0.9342208897600659
ln_HOMA_IR,ln_oxidative_to_MEHP,-0.013961065912981185,0.954042626014713
ln_HOMA_IR,ln_oxidative_to_MEHP,0.1503355508559039,0.9757058691177529
ln_HOMA_IR,ln_oxidative_to_MEHP,0.31463216762478874,0.9988213758991744
ln_HOMA_IR,ln_oxidative_to_MEHP,0.4789287843936738,1.0230067526041002
ln_HOMA_IR,ln_oxidative_to_MEHP,0.6432254011625589,1.0480155153329185
ln_HOMA_IR,ln_oxidative_to_MEHP,0.807522017931444,1.0737260614456348
ln_HOMA_IR,ln_oxidative_to_MEHP,0.971818634700329,1.1000214270449318
ln_HOMA_IR,ln_oxidative_to_MEHP,1.136115251469214,1.126784648233494
ln_HOMA_IR,ln_oxidative_to_MEHP,1.3004118682380992,1.1538987611140046
ln_HOMA_IR,ln_oxidative_to_MEHP,1.4647084850069843,1.181246801789148
ln_HOMA_IR,ln_oxidative_to_MEHP,1.6290051017758693,1.2087118063616076
HbA1c,ln_Sigma_DEHP,-1.6870833003757362,5.625943909771813
HbA1c,ln_Sigma_DEHP,-1.519745284104411,5.649565581277889
HbA1c,ln_Sigma_DEHP,-1.3524072678330858,5.673115400649444
HbA1c,ln_Sigma_DEHP,-1.1850692515617607,5.696521515751957
HbA1c,ln_Sigma_DEHP,-1.0177312352904355,5.719712074450909
HbA1c,ln_Sigma_DEHP,-0.8503932190191104,5.742615224611778
HbA1c,ln_Sigma_DEHP,-0.6830552027477852,5.765159114100043
HbA1c,ln_Sigma_DEHP,-0.51571718647646,5.7872718907811835
HbA1c,ln_Sigma_DEHP,-0.34837917020513487,5.808880787312645
HbA1c,ln_Sigma_DEHP,-0.1810411539338097,5.829714952699828
HbA1c,ln_Sigma_DEHP,-0.013703137662484544,5.849059574721955
HbA1c,ln_Sigma_DEHP,0.15363487860884062,5.86613945747376
HbA1c,ln_Sigma_DEHP,0.3209728948801658,5.8801794050499785
HbA1c,ln_Sigma_DEHP,0.48831091115149095,5.890456846753617
HbA1c,ln_Sigma_DEHP,0.6556489274228161,5.896972841048262
HbA1c,ln_Sigma_DEHP,0.8229869436941413,5.900254570293016
HbA1c,ln_Sigma_DEHP,0.9903249599654664,5.900841078662864
HbA1c,ln_Sigma_DEHP,1.1576629762367916,5.8992714103327835
HbA1c,ln_Sigma_DEHP,1.3250009925081168,5.896084609477758
HbA1c,ln_Sigma_DEHP,1.492339008779442,5.89181972027277
HbA1c,ln_Sigma_DEHP,1.6596770250507669,5.887015786892801
HbA1c,pct_oxidative_10,-2.015367388525921,5.702706831981063
HbA1c,pct_oxidative_10,-1.8614968263275753,5.706185052521861
